Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1
Tiempo (s)	ángulo (rad)	Vector velocidad angular (rad/s)	Aceleración angular (rad/s²)	Posición (m)	Vector velocidad (m/s)	Aceleración (m/s²)	Intensidad luminosa (%)
13,040	26,442	1,091	-21,817	0,6312	0,026	-0,521	0,5
13,080	26,459	0,436	-10,908	0,6317	0,010	-0,260	0,4
13,120	26,477	0,218	-5,454	0,6321	0,005	-0,130	0,4
13,160	26,477	0,000	-2,727	0,6321	0,000	-0,065	0,4
13,200	26,477	0,000	2,727	0,6321	0,000	0,065	0,6
13,240	26,477	0,218	2,727	0,6321	0,005	0,065	0,4
13,280	26,494	0,218	-2,727	0,6325	0,005	-0,065	0,6
13,320	26,494	0,000	-2,727	0,6325	0,000	-0,065	0,6
13,360	26,494	0,000	0,000	0,6325	0,000	0,000	0,6
13,400	26,494	0,000	0,000	0,6325	0,000	0,000	0,4
13,440	26,494	0,000	0,000	0,6325	0,000	0,000	0,4
13,480	26,494	0,000	0,000	0,6325	0,000	0,000	0,4
13,520	26,494	0,000	0,000	0,6325	0,000	0,000	0,4
13,560	26,494	0,000	0,000	0,6325	0,000	0,000	0,4
13,600	26,494	0,000	0,000	0,6325	0,000	0,000	0,5
13,640	26,494	0,000	0,000	0,6325	0,000	0,000	0,4
13,680	26,494	0,000	0,000	0,6325	0,000	0,000	0,5
13,720	26,494	0,000	0,000	0,6325	0,000	0,000	0,6
13,760	26,494	0,000	0,000	0,6325	0,000	0,000	0,4
13,800	26,494	0,000	0,000	0,6325	0,000	0,000	0,4
13,840	26,494	0,000	0,000	0,6325	0,000	0,000	0,4
13,880	26,494	0,000	0,000	0,6325	0,000	0,000	0,4
13,920	26,494	0,000	0,000	0,6325	0,000	0,000	0,6
13,960	26,494	0,000	0,000	0,6325	0,000	0,000	0,7
14,000	26,494	0,000	0,000	0,6325	0,000	0,000	0,5
14,040	26,494	0,000	0,000	0,6325	0,000	0,000	0,4
14,080	26,494	0,000	0,000	0,6325	0,000	0,000	0,6
14,120	26,494	0,000	0,000	0,6325	0,000	0,000	0,6
14,160	26,494	0,000	0,000	0,6325	0,000	0,000	0,5
14,200	26,494	0,000	0,000	0,6325	0,000	0,000	0,5
14,240	26,494	0,000	0,000	0,6325	0,000	0,000	0,6
14,280	26,494	0,000	0,000	0,6325	0,000	0,000	0,4
14,320	26,494	0,000	0,000	0,6325	0,000	0,000	0,5
