Tiempo (s)	ángulo (rad)	Vector velocidad angular (rad/s)	Aceleración angular (rad/s²)	Posición (m)	Vector velocidad (m/s)	Aceleración (m/s²)	Intensidad luminosa (%)
31,680	-19,652	2,182	-2,727	-0,4692	0,052	-0,065	2,6
31,720	-19,583	1,963	1,210E-12	-0,4675	0,047	2,888E-14	2,7
31,760	-19,495	2,182	-5,454	-0,4654	0,052	-0,130	2,6
31,800	-19,408	1,527	-13,635	-0,4633	0,036	-0,326	2,6
31,840	-19,373	1,091	2,727	-0,4625	0,026	0,065	2,6
31,880	-19,321	1,745	16,362	-0,4612	0,042	0,391	2,6
31,920	-19,234	2,400	10,908	-0,4592	0,057	0,260	2,6
31,960	-19,129	2,618	-5,454	-0,4567	0,063	-0,130	2,6
32,000	-19,024	1,963	-19,090	-0,4542	0,047	-0,456	2,6
32,040	-18,972	1,091	-13,635	-0,4529	0,026	-0,326	2,7
32,080	-18,937	0,873	-2,727	-0,4521	0,021	-0,065	2,6
32,120	-18,902	0,873	2,727	-0,4512	0,021	0,065	2,7
32,160	-18,867	1,091	1,525E-12	-0,4504	0,026	2,312E-14	2,7
32,200	-18,815	0,873	-8,181	-0,4492	0,021	-0,195	2,7
32,240	-18,797	0,436	-5,454	-0,4487	0,010	-0,130	2,7
32,280	-18,780	0,436	-2,727	-0,4483	0,010	-0,065	2,7
32,320	-18,762	0,218	-2,727	-0,4479	0,005	-0,065	2,8
32,360	-18,762	0,218	5,454	-0,4479	0,005	0,130	2,8
32,400	-18,745	0,654	5,454	-0,4475	0,016	0,130	2,8
32,440	-18,710	0,654	-2,727	-0,4467	0,016	-0,065	2,7
32,480	-18,692	0,436	2,727	-0,4463	0,010	0,065	2,7
32,520	-18,675	0,873	8,181	-0,4458	0,021	0,195	2,8
32,560	-18,623	1,091	0,000	-0,4446	0,026	8,674E-15	2,8
32,600	-18,588	0,873	-5,454	-0,4437	0,021	-0,130	2,8
32,640	-18,553	0,654	-5,454	-0,4429	0,016	-0,130	2,9
32,680	-18,535	0,436	-2,727	-0,4425	0,010	-0,065	2,9
32,720	-18,518	0,436	0,000	-0,4421	0,010	8,674E-15	2,9
32,760	-18,500	0,436	7,008E-14	-0,4417	0,010	-2,884E-15	2,9
32,800	-18,483	0,436	-1,040E-12	-0,4412	0,010	-1,156E-14	2,9
32,840	-18,466	0,436	2,727	-0,4408	0,010	0,065	2,9
32,880	-18,448	0,654	10,908	-0,4404	0,016	0,260	2,9
32,920	-18,413	1,309	10,908	-0,4396	0,031	0,260	3,0
32,960	-18,343	1,527	0,000	-0,4379	0,036	0,000	3,0
33,000	-18,291	1,309	2,727	-0,4367	0,031	0,065	2,9
33,040	-18,239	1,745	8,181	-0,4354	0,042	0,195	3,1
33,080	-18,151	1,963	5,454	-0,4333	0,047	0,130	3,1
33,120	-18,082	2,182	2,727	-0,4317	0,052	0,065	3,1
33,160	-17,977	2,182	-5,454	-0,4292	0,052	-0,130	3,2
33,200	-17,907	1,745	-2,727	-0,4275	0,042	-0,065	3,3
33,240	-17,837	1,963	5,454	-0,4258	0,047	0,130	3,4
33,280	-17,750	2,182	8,181	-0,4237	0,052	0,195	3,5
33,320	-17,663	2,618	8,181	-0,4217	0,063	0,195	3,6
33,360	-17,541	2,836	0,000	-0,4187	0,068	0,000	3,6
33,400	-17,436	2,618	-5,454	-0,4162	0,063	-0,130	3,7
33,440	-17,331	2,400	-5,454	-0,4137	0,057	-0,130	3,7
33,480	-17,244	2,182	2,727	-0,4117	0,052	0,065	3,6
33,520	-17,157	2,618	19,090	-0,4096	0,063	0,456	3,6
33,560	-17,034	3,709	21,817	-0,4067	0,089	0,521	3,5
33,600	-16,860	4,363	5,454	-0,4025	0,104	0,130	3,4
33,640	-16,685	4,145	-8,181	-0,3983	0,099	-0,195	3,4
33,680	-16,528	3,709	-13,635	-0,3946	0,089	-0,326	3,4
33,720	-16,389	3,054	-13,635	-0,3912	0,073	-0,326	3,4
33,760	-16,284	2,618	-3,947E-12	-0,3887	0,063	-7,234E-14	3,4
33,800	-16,179	3,054	2,727	-0,3862	0,073	0,065	3,5
33,840	-16,040	2,836	-13,635	-0,3829	0,068	-0,326	3,6
33,880	-15,952	1,963	-10,908	-0,3808	0,047	-0,260	3,7
33,920	-15,882	1,963	-5,454	-0,3792	0,047	-0,130	3,7
33,960	-15,795	1,527	-8,181	-0,3771	0,036	-0,195	3,8
34,000	-15,760	1,309	-2,776E-13	-0,3762	0,031	0,000	3,9
34,040	-15,691	1,527	8,181	-0,3746	0,036	0,195	3,9
34,080	-15,638	1,963	10,908	-0,3733	0,047	0,260	3,9
34,120	-15,533	2,400	-2,179E-12	-0,3708	0,057	-6,072E-14	3,9
34,160	-15,446	1,963	-2,727	-0,3687	0,047	-0,065	3,9
34,200	-15,376	2,182	24,544	-0,3671	0,052	0,586	3,8
34,240	-15,272	3,927	32,725	-0,3646	0,094	0,781	3,7
34,280	-15,062	4,800	-2,727	-0,3596	0,115	-0,065	3,7
34,320	-14,888	3,709	-21,817	-0,3554	0,089	-0,521	3,6
34,360	-14,765	3,054	-8,181	-0,3525	0,073	-0,195	3,6
34,400	-14,643	3,054	2,727	-0,3496	0,073	0,065	3,6
34,440	-14,521	3,272	5,454	-0,3467	0,078	0,130	3,6
34,480	-14,382	3,491	2,727	-0,3433	0,083	0,065	3,6
34,520	-14,242	3,491	-8,181	-0,3400	0,083	-0,195	3,7
34,560	-14,102	2,836	-5,454	-0,3367	0,068	-0,130	3,9
34,600	-14,015	3,054	21,817	-0,3346	0,073	0,521	4,1
34,640	-13,858	4,581	16,362	-0,3308	0,109	0,391	4,4
34,680	-13,648	4,363	-13,635	-0,3258	0,104	-0,326	4,6
34,720	-13,509	3,491	-8,181	-0,3225	0,083	-0,195	4,9
34,760	-13,369	3,709	-5,454	-0,3192	0,089	-0,130	4,9
34,800	-13,212	3,054	-19,090	-0,3154	0,073	-0,456	4,8
34,840	-13,125	2,182	-5,454	-0,3133	0,052	-0,130	4,5
34,880	-13,038	2,618	19,090	-0,3112	0,063	0,456	4,2
34,920	-12,915	3,709	21,817	-0,3083	0,089	0,521	4,0
34,960	-12,741	4,363	2,727	-0,3042	0,104	0,065	3,9
35,000	-12,566	3,927	-16,362	-0,3000	0,094	-0,391	3,9
35,040	-12,427	3,054	-16,362	-0,2967	0,073	-0,391	3,9
35,080	-12,322	2,618	-8,181	-0,2942	0,063	-0,195	3,9
35,120	-12,217	2,400	-5,454	-0,2917	0,057	-0,130	3,9
35,160	-12,130	2,182	2,727	-0,2896	0,052	0,065	4,0
35,200	-12,043	2,618	16,362	-0,2875	0,063	0,391	4,0
35,240	-11,921	3,491	19,090	-0,2846	0,083	0,456	3,9
35,280	-11,764	4,145	21,817	-0,2808	0,099	0,521	4,0
35,320	-11,589	5,236	29,998	-0,2767	0,125	0,716	4,0
35,360	-11,345	6,545	21,817	-0,2708	0,156	0,521	4,0
35,400	-11,065	6,981	10,908	-0,2642	0,167	0,260	4,1
35,440	-10,786	7,418	8,181	-0,2575	0,177	0,195	4,2
35,480	-10,472	7,636	-2,727	-0,2500	0,182	-0,065	4,3
35,520	-10,175	7,199	-13,635	-0,2429	0,172	-0,326	4,5
35,560	-9,896	6,545	-19,090	-0,2362	0,156	-0,456	4,5
35,600	-9,652	5,672	-19,090	-0,2304	0,135	-0,456	4,6
35,640	-9,442	5,018	-13,635	-0,2254	0,120	-0,326	4,6
35,680	-9,250	4,581	-8,181	-0,2208	0,109	-0,195	4,7
35,720	-9,076	4,363	-8,181	-0,2167	0,104	-0,195	4,8
35,760	-8,901	3,927	-8,181	-0,2125	0,094	-0,195	4,9
35,800	-8,762	3,709	8,181	-0,2092	0,089	0,195	5,0
35,840	-8,604	4,581	10,908	-0,2054	0,109	0,260	5,0
35,880	-8,395	4,581	2,776E-13	-0,2004	0,109	4,337E-15	5,1
35,920	-8,238	4,581	8,181	-0,1967	0,109	0,195	5,2
35,960	-8,029	5,236	5,454	-0,1917	0,125	0,130	5,3
36,000	-7,819	5,018	-10,908	-0,1867	0,120	-0,260	5,4
36,040	-7,627	4,363	-13,635	-0,1821	0,104	-0,326	5,5
36,080	-7,470	3,927	-2,727	-0,1783	0,094	-0,065	5,6
36,120	-7,313	4,145	2,727	-0,1746	0,099	0,065	5,7
36,160	-7,138	4,145	-5,454	-0,1704	0,099	-0,130	5,7
36,200	-6,981	3,709	-13,635	-0,1667	0,089	-0,326	5,9
36,240	-6,842	3,054	-10,908	-0,1633	0,073	-0,260	6,0
36,280	-6,737	2,836	2,727	-0,1608	0,068	0,065	6,1
36,320	-6,615	3,272	8,181	-0,1579	0,078	0,195	6,2
36,360	-6,475	3,491	10,908	-0,1546	0,083	0,260	6,2
36,400	-6,336	4,145	13,635	-0,1512	0,099	0,326	6,2
36,440	-6,144	4,581	8,181	-0,1467	0,109	0,195	6,3
36,480	-5,969	4,800	10,908	-0,1425	0,115	0,260	6,4
36,520	-5,760	5,454	16,362	-0,1375	0,130	0,391	6,5
36,560	-5,533	6,109	13,635	-0,1321	0,146	0,326	6,6
36,600	-5,271	6,545	2,727	-0,1258	0,156	0,065	6,8
36,640	-5,009	6,327	-5,454	-0,1196	0,151	-0,130	7,0
36,680	-4,765	6,109	2,727	-0,1137	0,146	0,065	7,2
36,720	-4,520	6,545	5,454	-0,1079	0,156	0,130	7,5
36,760	-4,241	6,545	-7,272E-12	-0,1012	0,156	-1,735E-13	7,8
36,800	-3,997	6,545	2,727	-0,0954	0,156	0,065	8,2
36,840	-3,718	6,763	-5,454	-0,0887	0,161	-0,130	8,5
36,880	-3,456	6,109	-16,362	-0,0825	0,146	-0,391	8,8
36,920	-3,229	5,454	-13,635	-0,0771	0,130	-0,326	9,1
36,960	-3,019	5,018	-16,362	-0,0721	0,120	-0,391	9,5
37,000	-2,827	4,145	-16,362	-0,0675	0,099	-0,391	9,9
37,040	-2,688	3,709	6,661E-14	-0,0642	0,089	0,000	10,2
37,080	-2,531	4,145	2,727	-0,0604	0,099	0,065	10,5
37,120	-2,356	3,927	-8,181	-0,0562	0,094	-0,195	10,8
37,160	-2,217	3,491	-8,181	-0,0529	0,083	-0,195	11,1
37,200	-2,077	3,272	-8,181	-0,0496	0,078	-0,195	11,3
37,240	-1,955	2,836	-10,908	-0,0467	0,068	-0,260	11,3
37,280	-1,850	2,400	0,000	-0,0442	0,057	0,000	11,3
37,320	-1,763	2,836	13,635	-0,0421	0,068	0,326	11,3
37,360	-1,623	3,491	2,727	-0,0387	0,083	0,065	11,5
37,400	-1,484	3,054	-19,090	-0,0354	0,073	-0,456	11,6
37,440	-1,379	1,963	-27,271	-0,0329	0,047	-0,651	12,0
37,480	-1,326	0,873	-16,362	-0,0317	0,021	-0,391	12,6
37,520	-1,309	0,654	8,181	-0,0312	0,016	0,195	13,0
37,560	-1,274	1,527	19,090	-0,0304	0,036	0,456	13,4
37,600	-1,187	2,182	10,908	-0,0283	0,052	0,260	13,6
37,640	-1,100	2,400	2,727	-0,0262	0,057	0,065	13,9
37,680	-0,995	2,400	2,727	-0,0237	0,057	0,065	14,2
37,720	-0,908	2,618	8,181	-0,0217	0,063	0,195	14,7
37,760	-0,785	3,054	8,181	-0,0188	0,073	0,195	15,3
37,800	-0,663	3,272	3,375E-12	-0,0158	0,078	8,101E-14	16,2
37,840	-0,524	3,054	-13,635	-0,0125	0,073	-0,326	17,3
37,880	-0,419	2,182	-21,817	-0,0100	0,052	-0,521	19,5
37,920	-0,349	1,309	-21,817	-0,0083	0,031	-0,521	23,4
37,960	-0,314	0,436	-16,362	-0,0075	0,010	-0,391	32,6
38,000	-0,314	0,000	-5,454	-0,0075	0,000	-0,130	42,0
38,040	-0,314	0,000	2,727	-0,0075	0,000	0,065	48,4
38,080	-0,314	0,218	2,727	-0,0075	0,005	0,065	50,7
38,120	-0,297	0,218	-2,727	-0,0071	0,005	-0,065	51,0
38,160	-0,297	0,000	2,425E-13	-0,0071	0,000	5,790E-15	51,9
38,200	-0,297	0,218	2,727	-0,0071	0,005	0,065	53,0
38,240	-0,279	0,218	2,727	-0,0067	0,005	0,065	55,6
38,280	-0,279	0,436	10,908	-0,0067	0,010	0,260	57,3
38,320	-0,244	1,091	8,181	-0,0058	0,026	0,195	58,5
38,360	-0,192	1,091	0,000	-0,0046	0,026	1,301E-16	60,9
38,400	-0,157	1,091	2,727	-0,0037	0,026	0,065	67,6
38,440	-0,105	1,309	-1,210E-12	-0,0025	0,031	-2,906E-14	78,7
38,480	-0,052	1,091	-2,727	-0,0012	0,026	-0,065	91,9
38,520	-0,017	1,091	5,454	-4,1667E-4	0,026	0,130	98,6
38,560	0,035	1,527	5,454	8,3333E-4	0,036	0,130	98,6
38,600	0,105	1,527	-5,454	0,0025	0,036	-0,130	98,6
38,640	0,157	1,091	-8,181	0,0037	0,026	-0,195	98,6
38,680	0,192	0,873	2,727	0,0046	0,021	0,065	98,6
38,720	0,227	1,309	16,362	0,0054	0,031	0,391	98,6
38,760	0,297	2,182	13,635	0,0071	0,052	0,326	98,6
38,800	0,401	2,400	2,409E-12	0,0096	0,057	5,768E-14	98,6
38,840	0,489	2,182	-5,454	0,0117	0,052	-0,130	98,6
38,880	0,576	1,963	-2,727	0,0137	0,047	-0,065	98,6
38,920	0,646	1,963	8,327E-15	0,0154	0,047	0,000	98,6
38,960	0,733	1,963	-2,727	0,0175	0,047	-0,065	98,6
39,000	0,803	1,745	-2,727	0,0192	0,042	-0,065	98,6
39,040	0,873	1,745	2,727	0,0208	0,042	0,065	98,7
39,080	0,942	1,963	2,727	0,0225	0,047	0,065	98,6
39,120	1,030	1,963	-2,727	0,0246	0,047	-0,065	98,6
39,160	1,100	1,745	2,179E-12	0,0262	0,042	5,204E-14	74,6
39,200	1,169	1,963	2,727	0,0279	0,047	0,065	44,6
39,240	1,257	1,963	-3,608E-14	0,0300	0,047	-5,204E-16	26,5
39,280	1,326	1,963	3,608E-14	0,0317	0,047	1,041E-15	18,9
39,320	1,414	1,963	-2,727	0,0337	0,047	-0,065	15,8
39,360	1,484	1,745	-5,454	0,0354	0,042	-0,130	14,6
39,400	1,553	1,527	-5,454	0,0371	0,036	-0,130	13,7
39,440	1,606	1,309	2,727	0,0383	0,031	0,065	13,1
39,480	1,658	1,745	10,908	0,0396	0,042	0,260	12,7
39,520	1,745	2,182	8,181	0,0417	0,052	0,195	12,3
39,560	1,833	2,400	10,908	0,0437	0,057	0,260	12,0
39,600	1,937	3,054	16,362	0,0462	0,073	0,391	11,5
39,640	2,077	3,709	10,908	0,0496	0,089	0,260	11,0
39,680	2,234	3,927	2,727	0,0533	0,094	0,065	10,2
39,720	2,391	3,927	-4,285E-12	0,0571	0,094	-1,030E-13	9,4
39,760	2,548	3,927	2,727	0,0608	0,094	0,065	8,8
39,800	2,705	4,145	8,181	0,0646	0,099	0,195	8,3
39,840	2,880	4,581	2,727	0,0687	0,109	0,065	7,7
39,880	3,072	4,363	-5,454	0,0733	0,104	-0,130	7,2
39,920	3,229	4,145	-2,727	0,0771	0,099	-0,065	6,8
39,960	3,403	4,145	-8,181	0,0812	0,099	-0,195	6,4
40,000	3,560	3,491	-16,362	0,0850	0,083	-0,391	6,1
40,040	3,683	2,836	-10,908	0,0879	0,068	-0,260	5,8
40,080	3,787	2,618	-2,727	0,0904	0,063	-0,065	5,6
40,120	3,892	2,618	-5,454	0,0929	0,062	-0,130	5,3
40,160	3,997	2,182	-10,908	0,0954	0,052	-0,260	5,2
40,200	4,067	1,745	2,426E-12	0,0971	0,042	5,785E-14	5,0
40,240	4,136	2,182	8,181	0,0987	0,052	0,195	4,9
40,280	4,241	2,400	-2,727	0,1012	0,057	-0,065	4,8
40,320	4,328	1,963	-10,908	0,1033	0,047	-0,260	4,7
40,360	4,398	1,527	-8,181	0,1050	0,036	-0,195	4,6
40,400	4,451	1,309	-1,696E-12	0,1062	0,031	-4,051E-14	4,5
40,440	4,503	1,527	5,454	0,1075	0,036	0,130	4,4
40,480	4,573	1,745	8,181	0,1092	0,042	0,195	4,3
40,520	4,643	2,182	8,181	0,1108	0,052	0,195	4,3
40,560	4,747	2,400	8,181	0,1133	0,057	0,195	4,2
40,600	4,835	2,836	8,181	0,1154	0,068	0,195	4,2
40,640	4,974	3,054	-2,727	0,1187	0,073	-0,065	4,1
40,680	5,079	2,618	-8,181	0,1212	0,063	-0,195	4,0
40,720	5,184	2,400	-2,727	0,1237	0,057	-0,065	3,9
40,760	5,271	2,400	2,727	0,1258	0,057	0,065	3,8
40,800	5,376	2,618	2,727	0,1283	0,062	0,065	3,7
40,840	5,480	2,618	5,454	0,1308	0,063	0,130	3,6
40,880	5,585	3,054	13,635	0,1333	0,073	0,326	3,5
40,920	5,725	3,709	13,635	0,1367	0,089	0,326	3,4
40,960	5,882	4,145	0,000	0,1404	0,099	0,000	3,4
41,000	6,056	3,709	-19,090	0,1446	0,089	-0,456	3,3
41,040	6,178	2,618	-13,635	0,1475	0,063	-0,326	3,2
41,080	6,266	2,618	5,454	0,1496	0,063	0,130	3,1
41,120	6,388	3,054	10,908	0,1525	0,073	0,260	3,1
41,160	6,510	3,491	13,635	0,1554	0,083	0,326	3,0
41,200	6,667	4,145	5,454	0,1592	0,099	0,130	2,9
41,240	6,842	3,927	2,727	0,1633	0,094	0,065	2,9
41,280	6,981	4,363	24,544	0,1667	0,104	0,586	2,8
41,320	7,191	5,890	5,454	0,1717	0,141	0,130	2,7
41,360	7,453	4,800	-46,360	0,1779	0,115	-1,107	2,7
41,400	7,575	2,182	-40,906	0,1808	0,052	-0,977	2,6
41,440	7,627	1,527	-5,454	0,1821	0,036	-0,130	2,5
41,480	7,697	1,745	5,454	0,1837	0,042	0,130	2,4
41,520	7,767	1,963	8,181	0,1854	0,047	0,195	2,4
41,560	7,854	2,400	16,362	0,1875	0,057	0,391	2,4
41,600	7,959	3,272	29,998	0,1900	0,078	0,716	2,4
41,640	8,116	4,800	21,817	0,1937	0,115	0,521	2,4
41,680	8,343	5,018	2,727	0,1992	0,120	0,065	2,3
41,720	8,517	5,018	-16,362	0,2033	0,120	-0,391	2,3
41,760	8,744	3,709	-38,179	0,2088	0,089	-0,911	2,2
41,800	8,814	1,963	-10,908	0,2104	0,047	-0,260	2,2
41,840	8,901	2,836	10,908	0,2125	0,068	0,260	2,1
41,880	9,041	2,836	-8,181	0,2158	0,068	-0,195	2,2
41,920	9,128	2,182	-5,454	0,2179	0,052	-0,130	2,2
41,960	9,215	2,400	8,181	0,2200	0,057	0,195	2,1
42,000	9,320	2,836	8,181	0,2225	0,068	0,195	2,1
42,040	9,442	3,054	5,454	0,2254	0,073	0,130	2,1
42,080	9,564	3,272	-2,727	0,2283	0,078	-0,065	2,1
42,120	9,704	2,836	-16,362	0,2317	0,068	-0,391	2,1
42,160	9,791	1,963	-10,908	0,2337	0,047	-0,260	2,1
42,200	9,861	1,963	2,727	0,2354	0,047	0,065	2,1
42,240	9,948	2,182	0,000	0,2375	0,052	0,000	2,1
42,280	10,036	1,963	-8,181	0,2396	0,047	-0,195	2,1
42,320	10,105	1,527	-10,908	0,2412	0,036	-0,260	2,1
42,360	10,158	1,091	-8,181	0,2425	0,026	-0,195	2,1
42,400	10,193	0,873	8,181	0,2433	0,021	0,195	2,1
42,440	10,228	1,745	21,817	0,2442	0,042	0,521	2,1
42,480	10,332	2,618	16,362	0,2467	0,062	0,391	2,0
42,520	10,437	3,054	13,635	0,2492	0,073	0,326	2,0
42,560	10,577	3,709	13,635	0,2525	0,089	0,326	2,1
42,600	10,734	4,145	8,181	0,2562	0,099	0,195	2,0
42,640	10,908	4,363	2,727	0,2604	0,104	0,065	2,0
42,680	11,083	4,363	5,454	0,2646	0,104	0,130	2,0
42,720	11,257	4,800	2,727	0,2687	0,115	0,065	2,0
42,760	11,467	4,581	-13,635	0,2737	0,109	-0,326	2,0
42,800	11,624	3,709	-13,635	0,2775	0,089	-0,326	1,9
42,840	11,764	3,491	-5,454	0,2808	0,083	-0,130	1,9
42,880	11,903	3,272	-5,454	0,2842	0,078	-0,130	1,9
42,920	12,025	3,054	-2,727	0,2871	0,073	-0,065	1,9
42,960	12,147	3,054	0,000	0,2900	0,073	0,000	1,9
43,000	12,270	3,054	-2,727	0,2929	0,073	-0,065	1,9
43,040	12,392	2,836	-2,727	0,2958	0,068	-0,065	1,9
43,080	12,497	2,836	-3,425E-12	0,2983	0,068	-8,379E-14	1,8
43,120	12,619	2,836	-2,727	0,3012	0,068	-0,065	1,8
43,160	12,723	2,618	2,727	0,3037	0,062	0,065	1,8
43,200	12,828	3,054	10,908	0,3062	0,073	0,260	1,8
43,240	12,968	3,491	5,454	0,3096	0,083	0,130	1,7
43,280	13,107	3,491	-2,727	0,3129	0,083	-0,065	1,8
43,320	13,247	3,272	-5,454	0,3162	0,078	-0,130	1,7
43,360	13,369	3,054	-2,727	0,3192	0,073	-0,065	1,7
43,400	13,491	3,054	-2,727	0,3221	0,073	-0,065	1,7
43,440	13,614	2,836	-2,727	0,3250	0,068	-0,065	1,7
43,480	13,718	2,836	2,727	0,3275	0,068	0,065	1,7
43,520	13,840	3,054	2,727	0,3304	0,073	0,065	1,7
43,560	13,963	3,054	0,000	0,3333	0,073	0,000	1,7
43,600	14,085	3,054	-2,727	0,3362	0,073	-0,065	1,7
43,640	14,207	2,836	-2,727	0,3392	0,068	-0,065	1,7
43,680	14,312	2,836	2,776E-13	0,3417	0,068	8,674E-15	1,7
43,720	14,434	2,836	-2,727	0,3446	0,068	-0,065	1,7
43,760	14,539	2,618	-3,425E-12	0,3471	0,062	-7,511E-14	1,7
43,800	14,643	2,836	2,727	0,3496	0,068	0,065	1,7
43,840	14,765	2,836	2,727	0,3525	0,068	0,065	1,7
43,880	14,870	3,054	10,908	0,3550	0,073	0,260	1,7
43,920	15,010	3,709	13,635	0,3583	0,089	0,326	1,6
43,960	15,167	4,145	5,454	0,3621	0,099	0,130	1,6
44,000	15,341	4,145	-2,727	0,3662	0,099	-0,065	1,6
44,040	15,499	3,927	-8,181	0,3700	0,094	-0,195	1,6
44,080	15,656	3,491	-10,908	0,3737	0,083	-0,260	1,6
44,120	15,778	3,054	-8,181	0,3767	0,073	-0,195	1,6
44,160	15,900	2,836	-10,908	0,3796	0,068	-0,260	1,6
44,200	16,005	2,182	-10,908	0,3821	0,052	-0,260	1,6
44,240	16,074	1,963	-2,727	0,3837	0,047	-0,065	1,6
44,280	16,162	1,963	-2,727	0,3858	0,047	-0,065	1,6
44,320	16,232	1,745	-5,454	0,3875	0,042	-0,130	1,6
44,360	16,301	1,527	-2,727	0,3892	0,036	-0,065	1,6
44,400	16,354	1,527	2,727	0,3904	0,036	0,065	1,6
44,440	16,424	1,745	5,454	0,3921	0,042	0,130	1,6
44,480	16,493	1,963	2,727	0,3937	0,047	0,065	1,6
44,520	16,581	1,963	-2,727	0,3958	0,047	-0,065	1,6
44,560	16,650	1,745	-2,727	0,3975	0,042	-0,065	1,6
44,600	16,720	1,745	-5,551E-13	0,3992	0,042	8,674E-15	1,6
44,640	16,790	1,745	2,727	0,4008	0,042	0,065	1,6
44,680	16,860	1,963	2,727	0,4025	0,047	0,065	1,6
44,720	16,947	1,963	-2,727	0,4046	0,047	-0,065	1,6
44,760	17,017	1,745	-2,727	0,4062	0,042	-0,065	1,6
44,800	17,087	1,745	2,495E-12	0,4079	0,042	3,756E-14	1,6
44,840	17,157	1,745	2,727	0,4096	0,042	0,065	1,5
44,880	17,226	1,963	0,000	0,4112	0,047	8,674E-15	1,6
44,920	17,314	1,745	-5,454	0,4133	0,042	-0,130	1,6
44,960	17,366	1,527	2,727	0,4146	0,036	0,065	1,5
45,000	17,436	1,963	8,181	0,4162	0,047	0,195	1,6
45,040	17,523	2,182	-2,727	0,4183	0,052	-0,065	1,5
45,080	17,610	1,745	-8,181	0,4204	0,042	-0,195	1,5
45,120	17,663	1,527	-1,940E-12	0,4217	0,036	-4,623E-14	1,5
45,160	17,733	1,745	2,251E-12	0,4233	0,042	4,918E-14	1,6
45,200	17,802	1,527	-8,181	0,4250	0,036	-0,195	1,5
45,240	17,855	1,091	-5,454	0,4262	0,026	-0,130	1,5
45,280	17,890	1,091	5,454	0,4271	0,026	0,130	1,5
45,320	17,942	1,527	10,908	0,4283	0,036	0,260	1,5
45,360	18,012	1,963	8,181	0,4300	0,047	0,195	1,5
45,400	18,099	2,182	-2,179E-12	0,4321	0,052	-6,072E-14	1,5
45,440	18,186	1,963	-8,181	0,4342	0,047	-0,195	1,5
45,480	18,256	1,527	-5,454	0,4358	0,036	-0,130	1,5
45,520	18,309	1,527	2,727	0,4371	0,036	0,065	1,5
45,560	18,378	1,745	2,727	0,4387	0,042	0,065	1,5
45,600	18,448	1,745	2,727	0,4404	0,042	0,065	1,5
45,640	18,518	1,963	2,727	0,4421	0,047	0,065	1,5
45,680	18,605	1,963	-2,727	0,4442	0,047	-0,065	1,5
45,720	18,675	1,745	-2,179E-12	0,4458	0,042	-5,204E-14	1,5
45,760	18,745	1,963	2,727	0,4475	0,047	0,065	1,5
45,800	18,832	1,963	-5,454	0,4496	0,047	-0,130	1,5
45,840	18,902	1,527	-5,454	0,4512	0,036	-0,130	1,5
45,880	18,954	1,527	16,362	0,4525	0,036	0,391	1,5
45,920	19,024	2,836	16,362	0,4542	0,068	0,391	1,5
45,960	19,181	2,836	-21,817	0,4579	0,068	-0,521	1,5
46,000	19,251	1,091	-32,725	0,4596	0,026	-0,781	1,4
46,040	19,268	0,218	-10,908	0,4600	0,005	-0,260	1,5
46,080	19,268	0,218	8,181	0,4600	0,005	0,195	1,5
46,120	19,286	0,873	21,817	0,4604	0,021	0,521	1,5
46,160	19,338	1,963	21,817	0,4617	0,047	0,521	1,5
46,200	19,443	2,618	8,181	0,4642	0,063	0,195	1,5
46,240	19,548	2,618	0,000	0,4667	0,063	0,000	1,4
46,280	19,652	2,618	-8,181	0,4692	0,063	-0,195	1,5
46,320	19,757	1,963	-16,362	0,4717	0,047	-0,391	1,4
46,360	19,809	1,309	-10,908	0,4729	0,031	-0,260	1,4
46,400	19,862	1,091	-1,454E-12	0,4742	0,026	-3,469E-14	1,5
46,440	19,897	1,309	8,181	0,4750	0,031	0,195	1,4
46,480	19,967	1,745	-2,727	0,4767	0,042	-0,065	1,4
46,520	20,036	1,091	-19,090	0,4783	0,026	-0,456	1,4
46,560	20,054	0,218	-10,908	0,4787	0,005	-0,260	1,4
46,600	20,054	0,218	-5,551E-13	0,4787	0,005	0,000	1,4
46,640	20,071	0,218	-2,727	0,4792	0,005	-0,065	1,4
46,680	20,071	0,000	-2,727	0,4792	0,000	-0,065	1,4
46,720	20,071	0,000	2,727	0,4792	0,000	0,065	1,4
46,760	20,071	0,218	29,998	0,4792	0,005	0,716	1,4
46,800	20,089	2,400	46,360	0,4796	0,057	1,107	1,4
46,840	20,263	3,927	21,817	0,4837	0,094	0,521	1,4
46,880	20,403	4,145	8,181	0,4871	0,099	0,195	1,4
46,920	20,595	4,581	-8,181	0,4917	0,109	-0,195	1,4
46,960	20,769	3,491	-24,544	0,4958	0,083	-0,586	1,4
47,000	20,874	2,618	-13,635	0,4983	0,063	-0,326	1,4
47,040	20,979	2,400	-2,727	0,5008	0,057	-0,065	1,4
47,080	21,066	2,400	5,454	0,5029	0,057	0,130	1,4
47,120	21,171	2,836	8,181	0,5054	0,068	0,195	1,4
47,160	21,293	3,054	5,454	0,5083	0,073	0,130	1,4
47,200	21,415	3,272	2,727	0,5112	0,078	0,065	1,4
47,240	21,555	3,272	-2,727	0,5146	0,078	-0,065	1,4
47,280	21,677	3,054	-2,727	0,5175	0,073	-0,065	1,4
47,320	21,799	3,054	-2,727	0,5204	0,073	-0,065	1,3
47,360	21,921	2,836	-8,181	0,5233	0,068	-0,195	1,4
